Monat";Zuzüge;;Fortzüge;;"Zuzugs- bzw. Fortzugs-
überschuss (–)";;;;;;;;;;;;;;
;"ins-
gesamt";"darunter
über die
Landes-
grenze";"ins-
gung";"Gültige 
Zweit-
stimmen";SPD;CDU;GRÜNE;DIE LINKE;AfD;FDP;"Sons-
tige";;;;;;;
;;;;;;;;;;;;;;;;;;
;Anzahl;;%;Anzahl;%;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
Mitte; 204 769; 128 151;  62,6; 126 106;  21,5;  13,5;  21,3;  17,6;  9,9;  6,6;  9,5;;;;;;;
Friedrichshain-Kreuzberg; 170 908; 117 022;  68,5; 115 605;  18,2;  7,8;  28,4;  23,4;  6,4;  3,9;  11,9;;;;;;;
Pankow; 285 240; 199 403;  69,9; 196 521;  20,1;  12,6;  17,9;  21,5;  13,8;  4,4;  9,7;;;;;;;
Charlottenburg-Wilmersdorf; 217 586; 152 279;  70,0; 150 208;  22,8;  20,3;  18,5;  9,3;  10,3;  12,3;  6,5;;;;;;;
Spandau; 162 760; 103 431;  63,5; 101 145;  27,4;  24,6;  8,7;  6,6;  16,6;  7,6;  8,5;;;;;;;
Steglitz-Zehlendorf; 218 473; 162 844;  74,5; 160 803;  21,6;  25,5;  16,8;  6,9;  11,0;  11,8;  6,3;;;;;;;
Tempelhof-Schöneberg; 233 874; 161 154;  68,9; 158 582;  24,9;  19,9;  18,7;  9,7;  11,4;  7,9;  7,6;;;;;;;
Neukölln; 202 453; 128 007;  63,2; 125 446;  23,3;  17,8;  16,2;  13,6;  13,8;  5,7;  9,6;;;;;;;
Treptow-Köpenick; 202 428; 137 914;  68,1; 135 575;  20,4;  12,9;  9,1;  22,6;  20,5;  4,1;  10,5;;;;;;;
Marzahn-Hellersdorf; 200 519; 122 207;  60,9; 119 889;  17,0;  17,3;  4,5;  23,5;  23,6;  2,8;  11,3;;;;;;;
Lichtenberg; 204 711; 128 693;  62,9; 126 377;  19,7;  12,0;  7,7;  26,9;  19,0;  2,9;  11,6;;;;;;;
Reinickendorf; 181 658; 121 371;  66,8; 118 912;  22,0;  28,0;  10,6;  6,1;  16,1;  8,8;  8,4;;;;;;;
Berlin;2 485 379;1 662 476;  66,9;1 635 169;  21,6;  17,6;  15,2;  15,6;  14,2;  6,7;  9,2;;;;;;;


2 Wahlen zum Abgeordnetenhaus von Berlin und zu den Bezirksverordnetenversammlungen 5+6: Table 1
2 Wahlen zum Abgeordnetenhaus von Berlin und zu den Bezirksverordnetenversammlungen;;;;;;;;;;;;;;;;;;;;;;;;
"2.5  Mandate für das Abgeordnetenhaus von Berlin nach der Wahl am 26. September 2021¹
        nach Bezirken und Parteien";;;;;;;;;;;;;;;;;;;;;;;;
 ;;;;;;;;;;;;;;;;;;;;;;;;
Bezirk;Mandate;;;;;;;Darunter;;;;;;;;;;;;;;;;
;"ins-
ge-
samt";SPD;CDU;"GRÜ-
NE";DIE LINKE;AfD;FDP;"Überhang-
mandate";;Ausgleichsmandate;;;;;;;;;;;;;;
;;;;;;;;SPD;CDU;CDU;"GRÜ-
NE";DIE LINKE;AfD;FDP;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
Mitte;  9;  2;  1;  5;–;–;  1;–;–;x;x;x;x;–;;;;;;;;;;
Friedrichshain-Kreuzberg;  9;  2;  1;  5;  1;–;–;–;–;x;x;x;x;–;;;;;;;;;;
Pankow;  11;  3;  2;  5;–;–;  1;–;–;x;x;x;x;–;;;;;;;;;;
Charlottenburg-Wilmersdorf;  10;  3;  3;  3;–;–;  1;–;–;x;x;x;x;–;;;;;;;;;;
Spandau;  6;  3;  2;–;–;–;  1;  1;–;x;x;x;x;–;;;;;;;;;;
Steglitz-Zehlendorf;  11;  3;  5;  1;–;–;  2;–;  1;x;x;x;x;  1;;;;;;;;;;
Tempelhof-Schöneberg;  10;  3;  3;  3;–;–;  1;–;–;x;x;x;x;–;;;;;;;;;;
Neukölln;  9;  4;  2;  2;–;–;  1;  1;–;x;x;x;x;  1;;;;;;;;;;
Treptow-Köpenick;  9;  5;  2;–;  1;–;  1;  2;–;x;x;x;x;–;;;;;;;;;;
Marzahn-Hellersdorf;  9;  2;  3;–;  1;  2;  1;–;  1;x;x;x;x;–;;;;;;;;;;
Lichtenberg;  9;  3;  2;–;  3;–;  1;–;–;x;x;x;x;–;;;;;;;;;;
Reinickendorf;  8;  3;  4;–;–;–;  1;–;  1;x;x;x;x;–;;;;;;;;;;
Landesliste ²;  37;x;x;  8;  18;  11;x;x;x;x;  4;  3;  1;x;;;;;;;;;;
Berlin;  147;  36;  30;  32;  24;  13;  12;  4;  3;x;  4;  3;  1;  2;;;;;;;;;;
_____;;;;;;;;;;;;;;;;;;;;;;;;
1 Hauptwahl am 26. September 2021 durch Urteil des Landesverfassungsgerichtshofs für ungültig erklärt;;;;;;;;;;;;;;;;;;;;;;;;
2 Bei Landeslisten ist keine bezirkliche Zuordnung möglich;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
"2.6 Zweitstimmenanteile ausgewählter Parteien bei den Wahlen
       zum Abgeordnetenhaus von Berlin 1990 bis 2021";;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;Stimmanteile 1990-2021;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;Jahr;SPD;CDU;DIE LINKE ;GRÜNE;FDP;AfD;
;;;;;;;;;;;;;;;;;1990;30,4;40,4;9,2;9,4;7,1;;
;;;;;;;;;;;;;;;;;1995;23,6;37,4;14,6;13,2;2,5;;
;;;;;;;;;;;;;;;;;1999;22,4;40,8;17,7;9,9;2,2;;
;;;;;;;;;;;;;;;;;2001;29,7;23,8;22,6;9,1;9,9;;
;;;;;;;;;;;;;;;;;2006;30,8;21,3;13,4;13,1;7,6;;
;;;;;;;;;;;;;;;;;2011;28,3;23,3;11,7;17,6;1,8;;
;;;;;;;;;;;;;;;;;2016;21,6;17,6;15,6;15,2;6,7;14,2;
;;;;;;;;;;;;;;;;;2021;21,4;18;14,1;18,9;7,1;8;


2 Wahlen zum Abgeordnetenhaus von Berlin und zu den Bezirksverordnetenversammlungen 7: Table 1
2 Wahlen zum Abgeordnetenhaus von Berlin und zu den Bezirksverordnetenversammlungen;;;;;;;;;;;
"2.7 Ergebnis der Wahl zum Abgeordnetenhaus von Berlin am 26. September 2021¹ 
       nach Bezirken, Wahlkreisen und Parteien – Zweitstimmen  –";;;;;;;;;;;
  ;;;;;;;;;;;
"Bezirk
Wahlkreis";"Wahlbe-
rechtigte";Wählende;"Wahl-
beteili-
gung";"Gültige 
Zweit-
stimmen";SPD;CDU;GRÜNE;DIE LINKE;AfD;FDP;"Sons-
tige"
;;;;;;;;;;;
;Anzahl;;%;Anzahl;%;;;;;;
;;;;;;;;;;;
;Mitte;;;;;;;;;;
1; 30 075; 24 930;  82,9; 24 773;  15,4;  13,4;  31,3;  14,2;  3,4;  10,9;  11,3
2; 32 756; 25 711;  78,5; 25 479;  19,7;  14,6;  19,6;  20,7;  6,0;  8,8;  10,6
3; 29 676; 22 892;  77,1; 22 620;  20,0;  15,0;  28,3;  13,5;  3,9;  8,1;  11,2
4; 28 986; 21 552;  74,4; 21 365;  16,7;  9,2;  32,3;  18,2;  4,0;  5,5;  14,1
5; 27 687; 19 002;  68,6; 18 702;  22,8;  14,0;  20,5;  15,7;  7,6;  5,1;  14,2
6; 26 934; 17 436;  64,7; 17 220;  17,5;  8,2;  26,2;  22,8;  4,8;  4,3;  16,3
7; 28 141; 18 806;  66,8; 18 540;  19,9;  10,0;  25,0;  18,6;  5,0;  5,3;  16,2
Insgesamt; 204 255; 150 329;  73,6; 148 699;  18,8;  12,3;  26,2;  17,5;  4,9;  7,1;  13,1
;;;;;;;;;;;
;Friedrichshain-Kreuzberg;;;;;;;;;;
1; 28 949; 22 586;  78,0; 22 366;  16,9;  8,3;  36,3;  19,2;  2,2;  5,0;  12,2
2; 26 216; 20 490;  78,2; 20 132;  12,9;  5,1;  37,3;  26,4;  1,9;  3,3;  13,1
3; 28 169; 20 305;  72,1; 20 086;  17,5;  7,7;  30,9;  22,7;  2,7;  3,6;  14,8
4; 28 218; 21 931;  77,7; 21 739;  18,2;  10,3;  21,7;  25,3;  5,8;  5,7;  12,8
5; 28 663; 23 568;  82,2; 23 395;  12,9;  6,7;  32,5;  25,4;  3,3;  4,8;  14,5
6; 27 887; 23 555;  84,5; 23 372;  12,3;  7,1;  35,2;  23,1;  2,9;  5,9;  13,5
Insgesamt; 168 102; 132 435;  78,8; 131 090;  15,1;  7,6;  32,3;  23,6;  3,1;  4,8;  13,5
;;;;;;;;;;;
;Pankow;;;;;;;;;;
1; 34 618; 25 511;  73,7; 25 239;  21,7;  19,7;  10,3;  13,7;  14,0;  7,0;  13,6
2; 32 983; 25 492;  77,3; 25 281;  21,4;  18,8;  15,1;  13,4;  11,0;  7,5;  12,8
3; 33 133; 26 329;  79,5; 26 119;  19,3;  11,9;  23,5;  19,3;  7,5;  5,6;  12,9
4; 28 808; 21 699;  75,3; 21 497;  22,1;  17,0;  13,3;  16,4;  11,8;  6,1;  13,3
5; 30 220; 23 233;  76,9; 22 996;  19,6;  11,6;  20,6;  20,4;  8,4;  4,9;  14,5
6; 30 621; 25 637;  83,7; 25 516;  13,0;  6,9;  37,7;  21,9;  2,8;  5,7;  12,1
7; 29 859; 23 654;  79,2; 23 481;  16,3;  9,1;  27,4;  21,4;  6,4;  5,6;  13,8
8; 28 830; 24 156;  83,8; 24 024;  13,3;  8,7;  35,2;  20,5;  3,2;  7,2;  11,8
9; 33 024; 25 349;  76,8; 25 104;  18,9;  10,6;  25,1;  20,6;  6,5;  5,6;  12,8
Insgesamt; 282 096; 221 060;  78,4; 219 257;  18,4;  12,7;  23,3;  18,6;  7,9;  6,1;  13,0
;;;;;;;;;;;
;Charlottenburg-Wilmersdorf;;;;;;;;;;
1; 28 619; 20 302;  70,9; 20 048;  24,4;  17,4;  20,3;  9,4;  7,3;  8,2;  13,0
2; 30 659; 25 062;  81,7; 24 354;  22,7;  25,8;  19,7;  6,8;  4,9;  11,5;  8,6
3; 30 673; 24 708;  80,6; 24 444;  21,7;  15,5;  28,5;  11,4;  3,8;  8,6;  10,5
4; 31 659; 24 826;  78,4; 24 512;  22,0;  18,7;  25,1;  8,9;  4,0;  11,5;  9,7
5; 30 247; 23 632;  78,1; 23 377;  21,2;  27,8;  17,6;  6,4;  5,0;  14,0;  8,1
6; 31 158; 24 552;  78,8; 24 199;  22,7;  19,2;  25,5;  9,3;  3,9;  9,4;  10,0
7; 32 232; 25 825;  80,1; 25 595;  23,8;  22,0;  21,8;  8,3;  5,0;  9,3;  9,9
Insgesamt; 215 247; 168 907;  78,5; 166 529;  22,6;  21,0;  22,7;  8,6;  4,8;  10,4;  9,9
;;;;;;;;;;;
;Spandau;;;;;;;;;;
1; 33 922; 23 048;  67,9; 22 708;  26,4;  24,4;  10,8;  5,9;  11,0;  7,2;  14,2
2; 29 202; 19 265;  66,0; 18 890;  27,5;  21,5;  11,6;  6,7;  11,0;  6,9;  14,8
3; 32 292; 22 094;  68,4; 21 573;  25,2;  22,4;  13,4;  7,0;  9,7;  7,5;  14,8
4; 31 422; 22 684;  72,2; 21 984;  26,6;  29,9;  9,2;  4,6;  10,5;  7,7;  11,5
5; 31 858; 24 968;  78,4; 24 679;  23,3;  33,0;  13,0;  4,2;  8,1;  9,1;  9,2
Insgesamt; 158 696; 112 059;  70,6; 109 834;  25,7;  26,6;  11,6;  5,6;  10,0;  7,8;  12,8
;;;;;;;;;;;
;Steglitz-Zehlendorf;;;;;;;;;;
1; 31 739; 25 950;  81,8; 25 703;  22,7;  19,5;  24,6;  8,5;  4,6;  9,2;  10,9
2; 31 032; 24 641;  79,4; 24 359;  24,4;  20,0;  21,3;  8,1;  5,6;  9,2;  11,4
3; 33 381; 27 890;  83,6; 27 619;  22,3;  27,4;  20,5;  5,2;  4,7;  11,8;  8,2
4; 29 051; 22 982;  79,1; 22 786;  24,4;  28,3;  16,0;  5,1;  6,3;  10,1;  9,7
5; 29 636; 22 444;  75,7; 22 143;  24,9;  26,0;  14,3;  5,6;  7,6;  9,9;  11,7
6; 31 274; 26 443;  84,6; 26 278;  20,5;  27,6;  20,8;  6,3;  4,3;  12,2;  8,3
7; 29 712; 25 619;  86,2; 25 449;  20,2;  28,9;  19,9;  4,7;  4,2;  14,1;  8,1
Insgesamt; 215 825; 175 969;  81,5; 174 337;  22,7;  25,4;  19,8;  6,2;  5,3;  11,0;  9,7
;;;;;;;;;;;
;Tempelhof-Schöneberg;;;;;;;;;;
1; 33 773; 26 141;  77,4; 25 902;  20,5;  13,8;  29,9;  13,7;  3,7;  7,1;  11,2
2; 32 542; 25 701;  79,0; 25 476;  19,8;  10,6;  33,0;  15,3;  3,3;  5,4;  12,5
3; 33 398; 27 855;  83,4; 27 613;  22,4;  15,4;  30,8;  10,4;  3,5;  7,2;  10,2
4; 32 500; 24 879;  76,6; 24 633;  21,9;  17,3;  23,1;  11,9;  5,4;  6,5;  13,9
5; 32 843; 23 475;  71,5; 23 148;  25,6;  24,5;  13,3;  7,2;  7,9;  7,7;  13,8
6; 32 036; 23 740;  74,1; 23 399;  25,2;  30,9;  10,6;  4,5;  9,1;  9,0;  10,7
7; 32 513; 24 985;  76,8; 24 648;  23,6;  33,9;  10,6;  4,2;  8,7;  8,6;  10,4
Insgesamt; 229 605; 176 776;  77,0; 174 819;  22,6;  20,6;  22,0;  9,7;  5,8;  7,3;  11,8
;;;;;;;;;;;
;Neukölln;;;;;;;;;;
1; 31 778; 23 821;  75,0; 23 580;  16,9;  5,6;  32,1;  26,4;  3,0;  2,7;  13,2
2; 31 859; 22 905;  71,9; 22 683;  16,9;  5,1;  31,9;  26,9;  3,1;  2,5;  13,6
3; 33 071; 21 044;  63,6; 20 727;  25,6;  10,5;  19,8;  19,2;  5,9;  4,0;  15,1
4; 32 909; 22 004;  66,9; 21 453;  36,3;  23,7;  6,1;  5,2;  10,3;  6,4;  12,0
5; 33 243; 24 675;  74,2; 24 342;  33,1;  24,8;  9,4;  5,0;  9,2;  7,3;  11,3
6; 32 755; 24 489;  74,8; 24 153;  34,2;  26,7;  6,9;  4,1;  10,5;  7,3;  10,4
Insgesamt; 195 615; 138 938;  71,0; 136 938;  27,2;  16,2;  17,6;  14,3;  7,0;  5,1;  12,5
;;;;;;;;;;;
;Treptow-Köpenick;;;;;;;;;;
1; 35 700; 27 211;  76,2; 26 866;  18,7;  9,8;  20,6;  23,1;  8,5;  4,8;  14,5
2; 35 474; 26 486;  74,7; 26 203;  24,0;  11,6;  12,7;  19,1;  11,5;  5,9;  15,3
3; 35 385; 26 680;  75,4; 26 363;  21,7;  16,7;  9,8;  14,8;  14,9;  7,3;  14,7
4; 35 773; 27 865;  77,9; 27 569;  21,4;  15,8;  12,1;  17,3;  12,0;  7,9;  13,5
5; 29 814; 22 667;  76,0; 22 342;  23,1;  15,0;  8,5;  17,9;  14,6;  7,0;  13,9
6; 33 802; 27 240;  80,6; 26 921;  21,2;  16,5;  13,5;  19,6;  10,4;  6,8;  11,8
Insgesamt; 205 948; 158 149;  76,8; 156 264;  21,6;  14,2;  13,0;  18,7;  11,9;  6,6;  13,9
;;;;;;;;;;;
;Marzahn-Hellersdorf;;;;;;;;;;
1; 31 417; 18 762;  59,7; 18 467;  20,1;  12,7;  5,3;  18,6;  21,7;  5,2;  16,3
2; 33 035; 21 821;  66,1; 21 485;  23,1;  15,6;  5,5;  20,9;  17,2;  4,7;  13,1
3; 33 082; 20 156;  60,9; 19 821;  19,9;  13,9;  5,4;  18,3;  20,9;  4,9;  16,8
4; 34 811; 26 510;  76,2; 26 214;  17,5;  27,5;  7,9;  18,3;  12,5;  4,7;  11,5
5; 33 629; 28 677;  85,3; 28 411;  18,8;  29,0;  8,9;  14,7;  11,8;  6,4;  10,3
6; 31 267; 20 741;  66,3; 20 443;  19,5;  20,9;  5,9;  17,9;  16,6;  5,0;  14,2
Insgesamt; 197 241; 136 667;  69,3; 134 841;  19,7;  20,9;  6,7;  17,9;  16,2;  5,2;  13,4
;;;;;;;;;;;
;Lichtenberg;;;;;;;;;;
1; 33 796; 22 555;  66,7; 22 069;  20,6;  19,8;  5,1;  17,4;  18,1;  4,7;  14,1
2; 33 179; 24 152;  72,8; 23 857;  21,0;  18,8;  8,0;  19,4;  13,7;  6,3;  12,9
3; 34 168; 23 398;  68,5; 22 811;  23,1;  12,5;  10,1;  21,2;  12,3;  5,7;  15,2
4; 33 886; 25 166;  74,3; 24 860;  19,5;  9,9;  16,8;  24,5;  9,1;  5,0;  15,2
5; 33 776; 24 886;  73,7; 24 584;  20,1;  10,4;  15,3;  23,1;  10,3;  5,0;  15,8
6; 30 758; 24 915;  81,0; 24 663;  22,4;  12,8;  17,2;  20,2;  8,2;  5,8;  13,4
Insgesamt; 199 563; 145 072;  72,7; 142 844;  21,1;  13,9;  12,3;  21,0;  11,8;  5,4;  14,4
;;;;;;;;;;;
;Reinickendorf;;;;;;;;;;
1; 28 334; 18 126;  64,0; 17 873;  23,7;  21,4;  13,2;  9,1;  10,7;  5,6;  16,3
2; 28 643; 19 173;  66,9; 18 839;  24,7;  25,0;  11,0;  6,0;  11,9;  6,8;  14,6
3; 30 169; 24 232;  80,3; 23 953;  23,5;  31,5;  14,0;  4,0;  7,6;  8,9;  10,6
4; 33 621; 25 243;  75,1; 24 911;  23,9;  27,0;  13,4;  5,3;  9,4;  8,4;  12,5
5; 26 626; 16 955;  63,7; 16 639;  26,2;  27,8;  8,3;  4,9;  12,3;  7,0;  13,5
6; 28 014; 24 188;  86,3; 23 997;  20,4;  34,3;  17,7;  3,9;  5,8;  10,0;  8,1
Insgesamt; 175 407; 127 917;  72,9; 126 212;  23,5;  28,3;  13,3;  5,4;  9,3;  8,0;  12,3
_____;;;;;;;;;;;
1 Hauptwahl am 26. September 2021 durch Urteil des Landesverfassungsgerichtshofs für ungültig erklärt;;;;;;;;;;;

2 Wahlen zum Abgeordnetenhaus von Berlin und zu den Bezirksverordnetenversammlungen 8: Table 1
2 Wahlen zum Abgeordnetenhaus von Berlin und zu den Bezirksverordnetenversammlungen;;;;;;;;;;;
"2.8 Ergebnis der Wahl zum Abgeordnetenhaus von Berlin am 18. September 2016 in der 
       Wahlgebietseinteilung 2021 nach Bezirken, Wahlkreisen und Parteien – Zweitstimmen  –";;;;;;;;;;;
  ;;;;;;;;;;;
"Bezirk
Wahlkreis";"Wahlbe-
rechtigte";Wählende;"Wahl-
beteili-
gung";"Gültige 
Zweit-
stimmen";SPD;CDU;GRÜNE;DIE LINKE;AfD;FDP;"Sons-
tige"
;;;;;;;;;;;
;Anzahl;;%;Anzahl;%;;;;;;
;;;;;;;;;;;
;Mitte;;;;;;;;;;
1; 28 221; 20 226;  71,7; 20 007;  19,0;  14,9;  26,5;  15,2;  6,8;  10,8;  6,8
2; 32 219; 21 959;  68,2; 21 686;  19,0;  13,5;  14,3;  26,4;  12,3;  6,7;  7,7
3; 30 033; 20 181;  67,2; 19 912;  22,0;  15,5;  24,3;  13,2;  8,9;  8,5;  7,6
4; 29 869; 18 681;  62,5; 18 362;  21,4;  11,6;  25,7;  16,8;  8,3;  5,2;  11,0
5; 29 414; 17 256;  58,7; 16 878;  24,8;  15,8;  16,6;  13,4;  13,5;  4,9;  11,1
6; 27 576; 14 513;  52,6; 14 236;  21,9;  10,2;  21,3;  19,3;  9,8;  4,1;  13,3
7; 27 437; 15 335;  55,9; 15 025;  24,2;  12,0;  20,6;  17,7;  9,9;  4,4;  11,1
Insgesamt; 204 769; 128 151;  62,6; 126 106;  21,5;  13,5;  21,3;  17,6;  9,9;  6,6;  9,5
;;;;;;;;;;;
;Friedrichshain-Kreuzberg;;;;;;;;;;
1; 28 031; 19 045;  67,9; 19 318;  20,3;  8,6;  33,0;  17,7;  5,3;  4,7;  10,3
2; 26 903; 18 337;  68,2; 18 475;  16,1;  5,5;  35,5;  23,3;  3,7;  3,0;  12,9
3; 28 382; 17 472;  61,6; 17 355;  20,0;  8,2;  29,6;  21,0;  5,7;  3,7;  11,8
4; 29 911; 20 513;  68,6; 20 209;  19,8;  9,2;  16,2;  29,2;  11,2;  4,1;  10,3
5; 29 928; 21 545;  72,0; 20 856;  16,9;  7,5;  27,6;  25,0;  6,0;  3,8;  13,3
6; 27 753; 20 110;  72,5; 19 392;  16,4;  7,9;  29,3;  23,3;  6,1;  4,2;  12,8
Insgesamt; 170 908; 117 022;  68,5; 115 605;  18,2;  7,8;  28,4;  23,4;  6,4;  3,9;  11,9
;;;;;;;;;;;
;Pankow;;;;;;;;;;
1; 35 104; 23 502;  66,9; 23 129;  19,6;  16,4;  7,5;  18,8;  22,3;  4,4;  10,9
2; 32 812; 23 396;  71,3; 23 026;  21,0;  17,7;  11,1;  17,8;  18,9;  5,0;  8,5
3; 32 854; 23 351;  71,1; 23 005;  21,6;  12,4;  17,6;  23,2;  13,0;  3,5;  8,8
4; 29 425; 19 335;  65,7; 18 931;  21,0;  15,5;  9,1;  20,8;  19,7;  3,4;  10,4
5; 30 157; 21 038;  69,8; 20 678;  21,4;  11,6;  14,3;  24,1;  15,0;  2,9;  10,7
6; 31 352; 23 096;  73,7; 22 898;  18,2;  8,8;  31,7;  21,4;  5,8;  5,0;  9,1
7; 30 675; 20 682;  67,4; 20 379;  19,8;  9,9;  20,1;  23,1;  11,6;  4,0;  11,5
8; 28 859; 21 361;  74,0; 21 190;  18,5;  10,2;  29,4;  20,8;  6,3;  6,9;  7,9
9; 34 002; 23 642;  69,5; 23 285;  20,3;  10,6;  19,4;  23,6;  12,0;  4,4;  9,7
Insgesamt; 285 240; 199 403;  69,9; 196 521;  20,1;  12,6;  17,9;  21,5;  13,8;  4,4;  9,7
;;;;;;;;;;;
;Charlottenburg-Wilmersdorf;;;;;;;;;;
1; 29 619; 18 184;  61,4; 17 850;  24,1;  18,1;  16,1;  10,0;  14,4;  8,1;  9,3
2; 30 787; 22 466;  73,0; 22 134;  22,2;  24,4;  15,4;  7,2;  10,8;  14,1;  5,9
3; 30 993; 22 170;  71,5; 21 928;  23,6;  16,1;  23,1;  12,1;  8,2;  10,5;  6,3
4; 31 850; 21 710;  68,2; 21 455;  23,2;  18,0;  20,6;  9,6;  8,9;  13,7;  6,0
5; 30 325; 21 338;  70,4; 21 084;  20,3;  24,8;  14,7;  7,1;  10,9;  16,8;  5,3
6; 31 531; 22 363;  70,9; 22 048;  23,4;  19,2;  21,1;  9,7;  9,0;  11,4;  6,1
7; 32 481; 24 048;  74,0; 23 709;  23,2;  21,2;  18,1;  9,3;  10,5;  10,9;  6,8
Insgesamt; 217 586; 152 279;  70,0; 150 208;  22,8;  20,3;  18,5;  9,3;  10,3;  12,3;  6,5
;;;;;;;;;;;
;Spandau;;;;;;;;;;
1; 33 652; 20 337;  60,4; 19 850;  28,2;  23,7;  8,3;  6,7;  17,6;  6,4;  9,2
2; 30 853; 17 809;  57,7; 17 332;  30,6;  21,5;  7,9;  7,4;  17,3;  5,5;  9,7
3; 32 816; 20 044;  61,1; 19 549;  28,5;  21,3;  9,4;  7,6;  16,3;  7,0;  9,8
4; 32 755; 21 666;  66,1; 21 209;  27,0;  27,1;  7,4;  6,3;  17,1;  6,9;  8,3
5; 32 684; 23 575;  72,1; 23 205;  23,8;  28,0;  10,2;  5,6;  14,9;  11,4;  6,2
Insgesamt; 162 760; 103 431;  63,5; 101 145;  27,4;  24,6;  8,7;  6,6;  16,6;  7,6;  8,5
;;;;;;;;;;;
;Steglitz-Zehlendorf;;;;;;;;;;
1; 32 400; 23 888;  73,7; 23 583;  23,4;  21,1;  20,6;  8,9;  9,5;  9,4;  7,1
2; 31 727; 22 442;  70,7; 22 134;  23,5;  21,8;  18,3;  8,6;  11,1;  8,7;  8,0
3; 33 085; 25 598;  77,4; 25 348;  21,6;  27,9;  16,7;  6,2;  9,8;  12,6;  5,2
4; 29 657; 21 585;  72,8; 21 274;  21,3;  28,6;  14,1;  6,2;  12,6;  10,9;  6,3
5; 30 702; 21 068;  68,6; 20 695;  22,4;  26,5;  12,2;  6,7;  14,2;  9,7;  8,3
6; 30 919; 24 294;  78,6; 24 022;  20,1;  25,8;  17,9;  6,5;  10,2;  14,4;  5,2
7; 29 983; 23 969;  79,9; 23 747;  19,1;  27,1;  16,8;  5,7;  10,2;  16,5;  4,6
Insgesamt; 218 473; 162 844;  74,5; 160 803;  21,6;  25,5;  16,8;  6,9;  11,0;  11,8;  6,3
;;;;;;;;;;;
;Tempelhof-Schöneberg;;;;;;;;;;
1; 33 619; 22 956;  68,3; 22 704;  25,2;  12,8;  26,0;  13,7;  7,8;  7,9;  6,5
2; 32 441; 22 810;  70,3; 22 522;  24,7;  11,4;  28,6;  14,4;  7,0;  5,7;  8,3
3; 34 015; 25 568;  75,2; 25 252;  26,3;  15,6;  25,4;  10,7;  7,9;  7,6;  6,5
4; 33 191; 22 559;  68,0; 22 166;  25,6;  17,6;  19,1;  10,6;  11,2;  6,6;  9,3
5; 33 988; 21 501;  63,3; 21 044;  25,7;  23,8;  10,8;  7,5;  15,4;  7,9;  8,9
6; 33 313; 22 305;  67,0; 21 844;  24,2;  29,5;  9,2;  5,4;  15,7;  9,3;  6,6
7; 33 307; 23 455;  70,4; 23 050;  22,3;  29,7;  10,2;  5,1;  15,5;  10,1;  7,1
Insgesamt; 233 874; 161 154;  68,9; 158 582;  24,9;  19,9;  18,7;  9,7;  11,4;  7,9;  7,6
;;;;;;;;;;;
;Neukölln;;;;;;;;;;
1; 33 686; 21 630;  64,2; 21 648;  18,1;  6,9;  29,9;  23,5;  6,6;  2,8;  12,2
2; 32 457; 20 170;  62,1; 19 962;  17,9;  6,5;  28,7;  24,7;  6,7;  2,6;  12,9
3; 33 490; 18 272;  54,6; 17 948;  25,0;  12,9;  16,0;  17,1;  12,9;  4,2;  11,9
4; 34 599; 21 076;  60,9; 20 674;  27,7;  24,0;  6,7;  6,1;  19,6;  7,8;  8,1
5; 34 857; 23 660;  67,9; 23 096;  25,3;  25,7;  9,4;  6,4;  17,8;  8,0;  7,5
6; 33 364; 23 199;  69,5; 22 118;  25,7;  28,8;  7,5;  5,3;  18,4;  8,5;  5,7
Insgesamt; 202 453; 128 007;  63,2; 125 446;  23,3;  17,8;  16,2;  13,6;  13,8;  5,7;  9,6
;;;;;;;;;;;
;Treptow-Köpenick;;;;;;;;;;
1; 33 657; 22 587;  67,1; 22 235;  19,6;  9,7;  15,6;  25,6;  14,8;  3,0;  11,7
2; 37 359; 24 110;  64,5; 23 714;  20,9;  11,4;  8,3;  23,6;  20,3;  3,3;  12,3
3; 34 339; 22 781;  66,3; 22 365;  20,0;  15,6;  6,8;  18,6;  24,1;  3,9;  10,9
4; 34 088; 23 682;  69,5; 23 247;  20,2;  14,2;  7,8;  21,7;  21,2;  4,9;  10,0
5; 29 732; 20 475;  68,9; 20 126;  21,3;  12,4;  5,9;  22,4;  24,2;  4,4;  9,5
6; 33 253; 24 279;  73,0; 23 888;  20,8;  14,1;  9,8;  23,7;  18,6;  4,7;  8,3
Insgesamt; 202 428; 137 914;  68,1; 135 575;  20,4;  12,9;  9,1;  22,6;  20,5;  4,1;  10,5
;;;;;;;;;;;
;Marzahn-Hellersdorf;;;;;;;;;;
1; 32 544; 16 494;  50,7; 16 106;  15,6;  9,2;  3,5;  25,5;  29,0;  2,1;  15,1
2; 34 545; 20 347;  58,9; 19 915;  18,4;  11,0;  3,6;  27,9;  24,7;  2,5;  12,0
